Age,gender,occupation,education,lifestyle,favorite,zone,activity,month,place
30,male,employee,bachelor,party,concert,Bueng Kum,stageplay,9,Rachadalai Theatre
26,female,business,bachelor,party,travel,Bang Khen,stageplay,9,Rachadalai Theatre
28,female,student,graduate,party,concert,Samphanthawong,stageplay,9,Rachadalai Theatre
37,male,business,bachelor,party,family,Prawet,stageplay,9,Rachadalai Theatre
35,female,employee,graduate,party,concert,Min Buri,stageplay,9,Rachadalai Theatre
73,female,official,graduate,party,concert,Bang Kapi,stageplay,11,Rachadalai Theatre
40,female,business,other,party,travel,Din Daeng,stageplay,9,Rachadalai Theatre
27,male,business,secondary,party,rally,Sathon,stageplay,10,Rachadalai Theatre
33,female,employee,bachelor,party,travel,Chatuchak,stageplay,9,Rachadalai Theatre
60,female,employee,bachelor,party,travel,Bang Rak,stageplay,9,Rachadalai Theatre
39,female,employee,bachelor,party,concert,Bang Kapi,stageplay,9,Rachadalai Theatre
55,male,business,secondary,party,travel,Pom Prap Sattru Phai,stageplay,10,Rachadalai Theatre
42,male,business,bachelor,party,travel,Khlong San,stageplay,9,Rachadalai Theatre
48,female,housewife,secondary,party,family,Din Daeng,stageplay,9,Rachadalai Theatre
59,female,other,secondary,party,travel,Khlong Sam Wa,culture,5,Sukhothai
27,female,student,bachelor,party,travel,Khlong Toei,culture,4,Sukhothai
49,male,employee,bachelor,party,travel,Khlong Sam Wa,culture,5,Sukhothai
31,female,employee,graduate,party,concert,Saphan Sung,culture,5,Sukhothai
25,male,student,bachelor,party,travel,Sathon,culture,4,Sukhothai
58,male,business,primary,party,travel,Don Mueang,culture,4,Sukhothai
29,female,employee,graduate,party,travel,Watthana,nature,3,Chonburi
21,female,student,secondary,party,travel,Phasi Charoen,nature,4,Chonburi
33,female,employee,graduate,party,travel,Pathum Wan,nature,4,Chonburi
57,male,other,bachelor,party,family,Phaya Thai,nature,4,Chonburi
16,female,student,secondary,party,concert,Bang Rak,nature,3,Chonburi
50,male,employee,bachelor,party,concert,Nong Khaem,nature,4,Chonburi
34,male,other,graduate,party,travel,Pathum Wan,nature,3,Chonburi
38,male,enterprise,secondary,party,travel,Thon Buri,nature,3,Chonburi
19,female,student,secondary,party,concert,Bang Rak,nature,3,Chonburi
49,female,housewife,bachelor,simplicity,movie,Khan Na Yao,cooking,1,Cooking Studio Town in Town
45,female,employee,bachelor,simplicity,family,Bang Khae,cooking,1,Cooking Studio Town in Town
57,female,business,bachelor,simplicity,family,Khlong Sam Wa,cooking,1,Cooking Studio Town in Town
72,female,freelance,bachelor,simplicity,travel,Khlong San,beauty,9,The Skin Doctors Central Chidlom
54,female,employee,bachelor,simplicity,family,Chom Thong,beauty,9,The Skin Doctors Central Chidlom
50,female,business,other,simplicity,travel,Sai Mai,beauty,9,The Skin Doctors Central Chidlom
56,female,official,graduate,simplicity,travel,Khan Na Yao,beauty,9,The Skin Doctors Central Chidlom
39,female,business,bachelor,simplicity,rally,Thung Khru,beauty,9,The Skin Doctors Central Chidlom
23,female,student,bachelor,simplicity,travel,Din Daeng,beauty,9,The Skin Doctors Central Chidlom
45,female,employee,bachelor,simplicity,travel,Khlong San,beauty,9,The Skin Doctors Central Chidlom
46,female,employee,bachelor,simplicity,movie,Pom Prap Sattru Phai,beauty,9,The Skin Doctors Central Chidlom
51,female,business,diploma,simplicity,travel,Thawi Watthana,beauty,9,The Skin Doctors Central Chidlom
66,female,retire,secondary,simplicity,travel,Pom Prap Sattru Phai,beauty,9,The Skin Doctors Central Chidlom
55,female,employee,secondary,simplicity,travel,Din Daeng,beauty,9,The Skin Doctors Central Chidlom
43,male,employee,secondary,simplicity,movie,Bang Bon,concert ,8,Impact
46,female,freelance,bachelor,simplicity,sport,Lat Phrao,concert ,7,Impact
36,female,employee,bachelor,simplicity,concert,Prawet,concert ,7,Impact
60,female,other,primary,simplicity,movie,Bangkok Noi,concert ,8,Impact
60,female,other,primary,simplicity,movie,Bangkok Noi,concert ,8,Impact
60,female,other,primary,simplicity,movie,Bangkok Noi,concert ,8,Impact
60,female,other,primary,simplicity,movie,Bangkok Noi,concert ,8,Impact
60,female,other,primary,simplicity,movie,Bangkok Noi,concert ,8,Impact
45,female,business,bachelor,simplicity,family,Suan Luang,concert ,8,Impact
45,female,business,bachelor,simplicity,family,Suan Luang,concert ,9,Impact
52,female,business,primary,simplicity,other,Sai Mai,concert ,8,Impact
59,female,official,graduate,simplicity,concert,Phasi Charoen,concert ,7,Impact
37,female,employee,bachelor,simplicity,movie,Suan Luang,concert ,7,Impact
50,female,freelance,bachelor,simplicity,travel,Sathon,concert ,7,Impact
50,female,freelance,bachelor,simplicity,travel,Sathon,concert ,8,Impact
48,male,employee,secondary,simplicity,movie,Bang Na,concert ,8,Impact
48,male,employee,secondary,simplicity,movie,Bang Na,concert ,9,Impact
48,male,employee,secondary,simplicity,movie,Bang Na,concert ,9,Impact
48,female,employee,graduate,simplicity,family,Bang Sue,concert ,9,Impact
32,female,employee,bachelor,simplicity,travel,Bang Khae,concert ,7,Impact
43,female,employee,secondary,simplicity,travel,Watthana,concert ,8,Impact
43,female,employee,secondary,simplicity,travel,Watthana,concert ,9,Impact
55,female,freelance,other,simplicity,concert,Bang Khen,journey,11,The Mall Bang Kapi
55,female,employee,graduate,simplicity,travel,Bang Khen,journey,11,The Mall Bang Kapi
39,female,employee,bachelor,simplicity,concert,Chatuchak,journey,11,The Mall Bang Kapi
57,female,official,bachelor,simplicity,travel,Taling Chan,journey,11,The Mall Bang Kapi
44,male,business,bachelor,simplicity,family,Wang Thonglang,journey,11,The Mall Bang Kapi
43,female,employee,bachelor,simplicity,family,Thon Buri,journey,11,The Mall Bang Kapi
30,male,employee,bachelor,simplicity,travel,Bang Kapi,journey,11,The Mall Bang Kapi
51,female,employee,primary,simplicity,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
45,male,business,other,simplicity,travel,Bang Bon,journey,11,The Mall Bang Kapi
45,female,employee,bachelor,simplicity,concert,Din Daeng,journey,10,The Mall Bang Kapi
37,female,employee,bachelor,simplicity,movie,Khlong Toei,journey,11,The Mall Bang Kapi
22,male,student,bachelor,simplicity,movie,Bangkok Yai,journey,11,The Mall Bang Kapi
44,female,business,secondary,simplicity,travel,Sai Mai,journey,11,The Mall Bang Kapi
46,female,other,bachelor,simplicity,family,Prawet,journey,10,The Mall Bang Kapi
36,female,other,secondary,simplicity,other,Nong Chok,journey,11,The Mall Bang Kapi
56,male,official,graduate,simplicity,travel,Thawi Watthana,journey,11,The Mall Bang Kapi
56,male,official,graduate,simplicity,travel,Thawi Watthana,journey,10,The Mall Bang Kapi
57,male,official,graduate,simplicity,travel,Din Daeng,journey,11,The Mall Bang Kapi
53,male,official,graduate,simplicity,travel,Chatuchak,journey,10,The Mall Bang Kapi
47,female,employee,other,simplicity,travel,Chatuchak,journey,10,The Mall Bang Kapi
39,female,employee,bachelor,simplicity,travel,Khlong San,journey,11,The Mall Bang Kapi
48,female,freelance,secondary,simplicity,travel,Bang Bon,journey,11,The Mall Bang Kapi
49,male,employee,graduate,simplicity,family,Huai Khwang,journey,11,The Mall Bang Kapi
54,male,business,diploma,simplicity,travel,Don Mueang,journey,10,The Mall Bang Kapi
55,female,business,bachelor,simplicity,movie,Chatuchak,journey,11,The Mall Bang Kapi
42,female,other,bachelor,simplicity,travel,Chatuchak,journey,11,The Mall Bang Kapi
47,male,business,secondary,simplicity,travel,Bang Phlat,journey,11,The Mall Bang Kapi
48,female,employee,bachelor,simplicity,sport,Huai Khwang,journey,11,The Mall Bang Kapi
63,female,official,graduate,simplicity,travel,Lak Si,journey,11,The Mall Bang Kapi
63,female,official,graduate,simplicity,travel,Lak Si,journey,11,The Mall Bang Kapi
40,male,business,bachelor,simplicity,movie,Chom Thong,journey,11,The Mall Bang Kapi
59,male,business,bachelor,simplicity,movie,Din Daeng,journey,11,The Mall Bang Kapi
37,male,employee,graduate,simplicity,travel,Bang Bon,journey,11,The Mall Bang Kapi
39,female,employee,diploma,simplicity,travel,Bang Khen,journey,11,The Mall Bang Kapi
51,female,business,bachelor,simplicity,travel,Bang Kapi,journey,10,The Mall Bang Kapi
55,female,business,secondary,simplicity,travel,Saphan Sung,journey,10,The Mall Bang Kapi
34,male,employee,secondary,simplicity,travel,Pathum Wan,journey,11,The Mall Bang Kapi
36,female,employee,graduate,simplicity,travel,Khlong Toei,journey,10,The Mall Bang Kapi
52,female,other,other,simplicity,travel,Bang Khae,journey,11,The Mall Bang Kapi
56,female,employee,bachelor,simplicity,concert,Don Mueang,journey,10,The Mall Bang Kapi
46,male,other,diploma,simplicity,travel,Khlong Sam Wa,journey,10,The Mall Bang Kapi
40,female,business,primary,simplicity,family,Chatuchak,journey,11,The Mall Bang Kapi
53,female,business,graduate,simplicity,travel,Khlong Toei,journey,11,The Mall Bang Kapi
25,male,other,diploma,simplicity,travel,Din Daeng,journey,11,The Mall Bang Kapi
31,male,enterprise,bachelor,simplicity,travel,Lak Si,journey,11,The Mall Bang Kapi
47,female,business,diploma,simplicity,movie,Bangkok Yai,journey,11,The Mall Bang Kapi
34,female,freelance,bachelor,simplicity,travel,Bang Khen,journey,11,The Mall Bang Kapi
38,male,employee,bachelor,simplicity,concert,Sai Mai,journey,11,The Mall Bang Kapi
37,female,freelance,diploma,simplicity,travel,Bang Khen,journey,10,The Mall Bang Kapi
67,female,other,secondary,simplicity,travel,Suan Luang,journey,10,The Mall Bang Kapi
34,female,official,graduate,simplicity,concert,Ratchathewi,journey,10,The Mall Bang Kapi
61,female,business,secondary,simplicity,travel,Thawi Watthana,journey,11,The Mall Bang Kapi
61,female,business,secondary,simplicity,travel,Thawi Watthana,journey,11,The Mall Bang Kapi
17,male,student,secondary,simplicity,concert,Min Buri,journey,11,The Mall Bang Kapi
39,male,business,graduate,simplicity,concert,Rat Burana,journey,10,The Mall Bang Kapi
53,female,business,bachelor,simplicity,travel,Chatuchak,journey,11,The Mall Bang Kapi
61,female,retire,bachelor,simplicity,travel,Min Buri,journey,11,The Mall Bang Kapi
45,female,business,bachelor,simplicity,family,Khan Na Yao,journey,11,The Mall Bang Kapi
45,female,employee,bachelor,simplicity,rally,Phra Khanong,journey,11,The Mall Bang Kapi
43,female,employee,secondary,simplicity,concert,Bang Khae,journey,11,The Mall Bang Kapi
55,female,official,bachelor,simplicity,family,Bueng Kum,journey,11,The Mall Bang Kapi
41,female,business,bachelor,simplicity,travel,Bang Kapi,journey,11,The Mall Bang Kapi
53,male,freelance,diploma,simplicity,travel,Lat Phrao,journey,11,The Mall Bang Kapi
44,female,business,bachelor,simplicity,family,Taling Chan,journey,11,The Mall Bang Kapi
59,female,housewife,bachelor,simplicity,travel,Phasi Charoen,journey,10,The Mall Bang Kapi
38,female,employee,bachelor,simplicity,rally,Bueng Kum,journey,11,The Mall Bang Kapi
41,female,business,secondary,simplicity,family,Lat Krabang,journey,10,The Mall Bang Kapi
38,female,employee,secondary,simplicity,travel,Saphan Sung,journey,11,The Mall Bang Kapi
40,female,official,bachelor,simplicity,travel,Dusit,journey,11,The Mall Bang Kapi
41,female,freelance,bachelor,simplicity,travel,Lak Si,journey,11,The Mall Bang Kapi
35,female,employee,graduate,simplicity,concert,Min Buri,journey,11,The Mall Bang Kapi
39,female,employee,bachelor,simplicity,travel,Chatuchak,journey,10,The Mall Bang Kapi
36,male,freelance,graduate,simplicity,concert,Wang Thonglang,journey,10,The Mall Bang Kapi
38,female,official,bachelor,simplicity,concert,Watthana,journey,11,The Mall Bang Kapi
49,female,business,bachelor,simplicity,concert,Watthana,journey,11,The Mall Bang Kapi
56,female,business,bachelor,simplicity,travel,Suan Luang,journey,11,The Mall Bang Kapi
52,female,other,bachelor,simplicity,other,Min Buri,journey,11,The Mall Bang Kapi
37,female,employee,diploma,simplicity,concert,Nong Chok,journey,10,The Mall Bang Kapi
38,female,business,graduate,simplicity,travel,Bang Na,journey,11,The Mall Bang Kapi
17,female,student,secondary,simplicity,family,Bueng Kum,journey,11,The Mall Bang Kapi
49,male,business,secondary,simplicity,travel,Phasi Charoen,journey,11,The Mall Bang Kapi
51,male,other,secondary,simplicity,travel,Lat Krabang,journey,11,The Mall Bang Kapi
32,female,employee,bachelor,simplicity,family,Chom Thong,journey,11,The Mall Bang Kapi
39,female,employee,bachelor,simplicity,travel,Bang Khun Thian,journey,11,The Mall Bang Kapi
52,female,employee,bachelor,simplicity,travel,Bueng Kum,journey,11,The Mall Bang Kapi
40,female,freelance,bachelor,simplicity,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
42,female,employee,bachelor,simplicity,travel,Khlong San,journey,11,The Mall Bang Kapi
14,female,employee,bachelor,simplicity,movie,Bang Kapi,journey,10,The Mall Bang Kapi
43,male,employee,bachelor,simplicity,concert,Bang Khen,journey,11,The Mall Bang Kapi
51,female,business,bachelor,simplicity,travel,Bang Kapi,journey,11,The Mall Bang Kapi
13,female,business,bachelor,simplicity,travel,Khlong Sam Wa,journey,11,The Mall Bang Kapi
43,female,employee,diploma,simplicity,movie,Huai Khwang,journey,11,The Mall Bang Kapi
49,female,employee,diploma,simplicity,family,Chatuchak,journey,10,The Mall Bang Kapi
49,female,official,bachelor,simplicity,family,Dusit,journey,11,The Mall Bang Kapi
33,female,business,primary,simplicity,travel,Khlong Sam Wa,journey,11,The Mall Bang Kapi
41,female,business,graduate,simplicity,travel,Phaya Thai,journey,11,The Mall Bang Kapi
37,male,business,bachelor,simplicity,concert,Nong Khaem,journey,10,The Mall Bang Kapi
48,male,business,secondary,simplicity,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
39,female,housewife,bachelor,simplicity,travel,Nong Khaem,journey,11,The Mall Bang Kapi
36,male,employee,bachelor,simplicity,travel,Don Mueang,journey,11,The Mall Bang Kapi
33,female,other,bachelor,simplicity,movie,Din Daeng,journey,11,The Mall Bang Kapi
40,female,business,bachelor,simplicity,travel,Wang Thonglang,journey,11,The Mall Bang Kapi
38,female,employee,secondary,simplicity,travel,Din Daeng,journey,11,The Mall Bang Kapi
48,female,employee,graduate,simplicity,family,Phaya Thai,journey,10,The Mall Bang Kapi
58,male,business,secondary,simplicity,movie,Thon Buri,healty ,8,Bangkok Mediplix Sukumvit
43,female,employee,bachelor,simplicity,travel,Chatuchak,healty ,8,Bangkok Mediplix Sukumvit
37,female,employee,bachelor,simplicity,travel,Rat Burana,healty ,8,Bangkok Mediplix Sukumvit
53,female,business,secondary,simplicity,family,Khan Na Yao,healty ,8,Bangkok Mediplix Sukumvit
46,female,business,bachelor,simplicity,travel,Thawi Watthana,healty ,8,Bangkok Mediplix Sukumvit
49,male,business,secondary,simplicity,travel,Phasi Charoen,healty ,8,Bangkok Mediplix Sukumvit
34,female,employee,secondary,simplicity,travel,Din Daeng,healty ,8,Bangkok Mediplix Sukumvit
66,female,housewife,bachelor,simplicity,travel,Chatuchak,healty ,8,Bangkok Mediplix Sukumvit
43,female,employee,graduate,simplicity,travel,Wang Thonglang,healty ,7,Bangkok Mediplix Sukumvit
51,male,business,graduate,simplicity,travel,Don Mueang,gourmet,9,Chiang Rai
54,male,business,bachelor,simplicity,movie,Yan Nawa,gourmet,9,Chiang Rai
58,female,employee,diploma,simplicity,travel,Bang Khen,gourmet,9,Chiang Rai
59,female,other,other,simplicity,travel,Don Mueang,gourmet,9,Chiang Rai
36,female,employee,graduate,simplicity,travel,Chatuchak,movie,5,QSNCC
47,male,unemployed,secondary,simplicity,travel,Din Daeng,movie,5,QSNCC
48,male,enterprise,graduate,simplicity,travel,Yan Nawa,movie,5,QSNCC
43,male,employee,bachelor,simplicity,concert,Chatuchak,movie,5,QSNCC
44,female,business,diploma,simplicity,travel,Ratchathewi,movie,5,QSNCC
31,male,employee,graduate,simplicity,movie,Pom Prap Sattru Phai,movie,5,QSNCC
32,female,employee,graduate,simplicity,sport,Phaya Thai,movie,5,QSNCC
41,male,employee,graduate,simplicity,travel,Phra Nakhon,movie,5,QSNCC
55,male,employee,secondary,simplicity,travel,Bang Khae,movie,5,QSNCC
45,female,housewife,bachelor,simplicity,travel,Bang Khun Thian,movie,5,QSNCC
51,female,employee,graduate,simplicity,travel,Bueng Kum,movie,5,QSNCC
28,male,employee,bachelor,simplicity,travel,Prawet,movie,5,QSNCC
11,male,student,primary,simplicity,family,Thawi Watthana,camping,3,Khao Yai
51,female,business,bachelor,simplicity,other,Pom Prap Sattru Phai,healty,6,Potalai Spa Ramintra
59,female,other,other,simplicity,travel,Don Mueang,healty,6,Potalai Spa Ramintra
57,female,business,bachelor,simplicity,travel,Rat Burana,healty,6,Potalai Spa Ramintra
